9 37.6666 21.0139
10 35.2406 19.4117
11 36.5704 19.0262
12 36.6785 20.0558
13 39.0582 21.1651
14 38.4056 20.9995
16 38.5855 20.4815
17 39.5583 20.4787
19 37.875 20.6574
21 39.0587 20.9953
23 38.4946 21.0178
25 39.5641 21.0801
28 39.1125 20.6328
30 38.3317 20.0535
33 36.8598 20.0961
37 30.3846 17.9799
40 31.7181 18.2055
44 27.9429 15.9806
49 32.1621 18.8485
54 32.1929 18.3532
59 32.2163 18.7579
65 28.2398 16.562
72 31.9395 19.024
79 31.8088 18.6828
87 32.3265 18.8787
95 31.7143 18.8084
105 32.2499 19.1159
115 31.7046 18.3311
127 31.7809 18.7843
140 30.9195 19.0384
154 31.4428 18.7717
169 30.0708 18.5285
186 30.505 18.694
204 29.2824 18.4113
225 29.3758 18.6584
247 28.3265 17.9896
272 27.9111 17.781
299 27.1828 17.7164
329 25.571 17.2028
362 26.834 17.3042
398 26.3574 17.1447
438 26.3061 17.0674
482 26.0575 16.9432
530 26.0118 16.643
583 25.9344 16.6582
641 25.6958 16.6936
706 25.7575 16.6828
776 25.91 17.0236
854 25.9333 17.0207
939 26.1807 16.9011
1033 26.1105 16.91
1136 26.1014 16.9549
1250 25.6165 16.8944
1375 25.7249 16.508
1512 25.3599 16.4757
1664 24.3005 16.1659
1830 24.2753 15.6683
2013 24.9425 15.5423
2214 24.7687 15.8406
2436 23.2475 14.9267
2679 25.3605 16.844
2947 25.5979 16.6468
3242 25.8865 16.9176
3566 25.746 16.777
3923 25.474 16.5961
4315 25.3085 16.3801
4747 25.0336 16.3216
5221 25.4661 16.767
5744 25.9455 16.7831
6318 25.6401 16.2379
6950 25.168 15.9682
7645 22.8739 14.6542
8409 24.5884 15.7935
9250 24.6782 15.1847
10175 24.1916 14.1335
11193 22.0812 13.3755
12312 20.6935 12.1788
13543 18.8724 11.2906
14897 15.5676 10.1574
16387 11.2586 8.41727
18026 11.4785 7.61691
19829 11.1406 7.50282
21811 10.6271 7.26564
23993 9.73464 6.65891
26392 9.02636 6.595
29031 9.50136 6.55809
31934 9.18527 6.34955
35127 8.92236 6.18555
38640 8.90918 6.12736
42504 8.60327 6.08173
46755 8.73918 6.08582
51430 8.98755 6.15764
56573 8.93309 6.235
62230 8.24218 6.14118
68454 8.57464 6.07582
75299 8.89909 6.14091
82829 8.82709 6.18945
91112 8.78027 6.09391
100223 8.90345 6.11627
110245 8.501 6.00345
121270 9.03627 6.22791
133397 8.93264 6.15973
146736 8.99373 6.18236
161410 8.86682 6.30873
177551 9.07282 6.42164
195306 8.67027 6.26855
214837 8.81355 6.27891
236320 8.995 6.43645
259952 8.97809 6.49709
285947 9.07764 6.35791
314542 9.10573 6.36382
345996 8.93418 6.24336
380596 8.96527 6.32836
418656 9.01345 6.39382
460521 9.11309 6.41791
506573 9.05718 6.399
557231 9.10082 6.49218
612954 8.87627 6.48136
674249 9.147 6.40382
741674 8.925 6.47291
815842 8.96264 6.33827
897426 8.91109 6.34964
987168 9.20427 6.45736
