9 17.712 9.429 9.612 9.266
9 18.488 10.280 10.428 10.265
9 19.246 15.479 30.382 29.343
9 56.252 30.128 30.606 30.211
9 56.234 30.092 30.615 30.106
9 54.462 30.198 30.577 29.942
9 56.141 30.118 30.697 29.818
9 54.381 30.168 30.580 30.155
9 54.016 30.232 30.674 29.600
9 56.304 30.017 30.634 30.110
9 56.178 30.170 30.606 29.635
10 54.243 29.761 30.593 30.029
10 52.154 29.778 30.535 29.809
10 54.399 29.471 30.607 29.597
10 54.173 29.653 30.502 29.534
10 54.359 29.513 30.476 30.196
10 52.337 29.660 30.554 30.102
10 54.044 29.222 30.428 29.815
10 54.013 29.536 30.563 30.205
10 54.292 29.410 30.548 29.727
10 52.053 29.811 30.498 29.974
10 53.984 29.741 30.506 30.162
11 56.580 29.873 30.549 29.343
11 54.424 30.163 30.570 30.142
11 53.150 30.149 30.414 29.974
11 54.426 29.758 29.997 29.836
11 56.391 30.116 30.510 29.163
11 51.868 27.870 28.787 28.254
11 54.194 28.389 28.769 27.401
11 50.541 29.550 30.426 29.902
11 56.453 30.193 30.449 30.068
11 54.376 30.137 30.428 30.080
11 56.255 29.983 30.538 29.871
12 55.981 30.007 29.994 29.793
12 54.452 30.168 29.931 29.321
12 56.518 30.132 30.161 29.638
12 54.806 29.946 29.929 29.566
12 56.693 30.174 30.152 29.670
12 56.426 29.733 30.060 29.811
12 56.382 29.832 30.012 29.696
12 56.638 30.180 29.987 29.722
12 54.434 30.065 30.155 29.875
12 55.038 30.064 30.059 29.474
12 54.099 30.249 30.115 29.532
13 54.549 29.850 30.082 29.834
13 54.295 30.214 30.186 29.632
13 56.515 30.073 30.108 28.862
13 56.629 30.197 29.919 27.466
13 55.886 29.748 29.904 29.120
13 54.272 30.230 30.172 29.683
13 56.431 30.248 30.027 29.817
13 56.422 30.217 30.060 29.649
13 56.322 30.206 30.100 29.878
13 56.467 29.834 30.211 29.356
13 54.583 30.209 29.687 29.833
14 56.515 30.075 30.005 29.735
14 56.523 29.979 30.152 29.824
14 56.646 30.235 30.072 29.586
14 56.427 30.158 30.078 29.590
14 56.626 30.221 29.897 29.823
14 56.618 30.213 30.119 29.236
14 56.291 30.090 30.054 29.546
14 56.546 29.658 30.133 29.672
14 56.005 30.251 29.895 29.643
14 56.359 29.753 29.532 28.937
14 55.684 30.108 30.123 29.693
16 56.564 30.210 30.069 29.931
16 56.690 29.372 28.234 27.223
16 52.837 28.070 28.398 27.832
16 50.819 27.625 28.518 29.480
16 56.302 29.862 30.024 29.591
16 56.458 29.490 30.057 29.644
16 56.513 30.225 30.058 29.727
16 54.578 30.129 30.047 29.816
16 56.531 27.370 30.011 29.501
16 54.315 30.217 30.041 29.822
16 56.650 30.126 30.043 29.978
17 55.708 30.134 30.043 29.800
17 56.469 30.058 29.946 29.575
17 56.087 30.090 30.120 29.912
17 56.618 30.196 29.968 29.876
17 55.121 29.305 30.055 29.889
17 56.054 30.031 30.062 29.945
17 56.582 30.207 30.113 29.764
17 55.642 29.836 30.145 29.171
17 54.501 30.153 29.852 29.508
17 54.177 30.126 30.064 29.518
17 55.549 30.158 30.094 26.462
19 55.182 30.078 29.401 29.986
19 55.062 29.704 30.103 28.375
19 52.942 29.807 27.991 27.174
19 54.006 29.066 29.522 25.222
19 54.505 28.480 29.517 25.073
19 54.437 29.231 29.878 29.641
19 52.374 29.792 29.830 25.224
19 55.159 29.863 30.050 29.585
19 54.837 29.584 30.005 29.556
19 53.930 29.809 29.545 29.786
19 54.537 29.141 29.457 29.644
21 54.054 29.142 30.020 25.160
21 53.549 29.213 29.588 26.145
21 53.585 29.268 29.789 25.426
21 53.923 28.989 29.773 25.515
21 54.056 29.017 29.782 27.524
21 54.552 29.804 29.952 28.584
21 52.419 29.034 29.579 25.705
21 54.428 29.746 29.844 29.461
21 52.666 28.289 28.213 25.083
21 50.802 26.398 28.099 23.042
21 51.426 28.599 29.731 27.396
23 54.157 29.048 29.473 25.073
23 53.173 29.205 29.573 25.653
23 55.484 29.390 29.802 26.446
23 55.076 28.958 29.603 24.941
23 55.312 29.185 29.200 25.095
23 55.800 29.354 29.641 26.585
23 54.852 29.252 29.654 25.079
23 53.970 29.588 30.094 29.347
23 54.191 29.989 29.924 26.206
23 54.697 28.952 29.636 25.697
23 53.823 29.446 29.725 25.625
25 54.802 29.210 29.305 25.888
25 53.418 29.046 29.583 25.164
25 52.740 29.083 29.766 25.139
25 54.203 28.647 28.522 24.131
25 54.387 29.151 29.810 26.018
25 53.762 28.768 29.891 25.145
25 53.295 28.374 29.477 24.539
25 53.960 29.307 29.774 29.313
25 53.889 28.819 29.721 24.199
25 52.262 28.391 28.187 25.382
25 54.790 29.463 28.896 25.788
28 54.132 29.048 29.754 25.075
28 54.762 29.280 29.559 25.071
28 54.845 29.117 29.604 25.051
28 54.794 29.251 29.848 24.526
28 53.261 29.273 29.760 24.715
28 53.358 29.122 29.599 25.009
28 54.936 29.319 29.638 25.546
28 54.802 29.316 29.798 24.885
28 52.795 29.352 29.647 24.956
28 54.474 29.328 29.865 25.612
28 52.587 29.415 30.019 25.113
30 54.494 29.122 29.638 25.561
30 54.329 29.171 29.585 24.835
30 53.509 27.026 27.616 22.655
30 51.512 27.486 27.869 23.974
30 50.435 28.822 29.478 24.420
30 54.483 29.267 29.587 25.013
30 54.102 29.127 29.743 25.271
30 53.771 29.155 29.887 25.214
30 46.249 28.859 29.423 25.131
30 54.637 29.387 29.864 25.926
30 54.318 29.308 29.632 25.306
33 48.015 28.468 21.443 13.456
33 47.921 28.142 22.276 11.364
33 47.151 28.325 21.263 13.557
33 48.491 28.423 21.605 13.474
33 48.269 28.533 21.673 13.502
33 49.505 27.841 21.183 12.584
33 47.825 27.950 21.222 12.460
33 49.218 28.271 21.958 13.572
33 49.099 28.156 21.446 13.469
33 49.673 27.659 21.282 12.679
33 49.301 28.174 21.230 12.563
37 39.668 26.611 13.627 4.708
37 39.311 26.494 13.559 4.694
37 39.462 26.770 13.563 4.632
37 39.671 26.776 13.632 4.749
37 39.452 26.695 13.590 4.692
37 12.375 8.267 4.257 3.756
37 39.682 26.757 13.583 4.677
37 39.448 26.659 13.586 4.688
37 39.263 26.441 13.508 4.685
37 39.560 26.758 13.549 4.653
37 39.608 26.698 13.635 4.604
40 39.414 26.797 13.647 4.680
40 39.432 26.743 13.684 4.621
40 39.399 26.661 13.585 4.586
40 39.537 26.768 13.655 2.863
40 12.430 8.375 4.650 2.686
40 38.621 26.680 12.991 4.410
40 38.879 26.559 13.648 4.723
40 39.294 26.713 13.401 4.706
40 39.435 26.578 13.555 4.678
40 39.565 26.682 13.643 4.547
40 39.696 26.624 13.579 4.672
44 39.821 26.699 13.563 4.618
44 39.445 26.807 13.681 4.744
44 39.513 26.736 13.656 4.661
44 39.343 26.757 13.679 4.687
44 39.650 26.654 13.620 4.594
44 39.573 26.728 13.664 4.591
44 39.403 26.807 13.714 4.634
44 39.651 26.719 13.666 4.549
44 39.098 26.074 13.039 4.370
44 39.556 26.700 13.635 4.629
44 39.702 26.607 13.629 4.623
49 39.793 26.677 13.645 4.618
49 39.760 26.767 13.663 4.588
49 39.658 26.754 13.636 4.649
49 39.480 26.752 13.692 4.684
49 39.651 26.678 13.684 4.630
49 39.382 26.716 13.703 4.694
49 39.587 26.634 13.732 4.687
49 39.381 26.758 13.634 4.708
49 39.818 26.752 13.682 4.677
49 39.823 26.766 13.703 4.581
49 39.631 26.532 13.589 4.596
54 37.857 25.189 12.897 4.475
54 39.513 26.730 13.629 4.539
54 39.714 26.760 13.597 4.601
54 34.702 23.282 11.924 4.070
54 34.557 25.469 13.492 4.644
54 39.689 26.830 13.715 4.668
54 39.671 26.761 13.676 4.631
54 39.576 26.728 13.708 4.640
54 39.591 26.711 13.703 4.475
54 39.182 26.708 13.659 4.623
54 39.329 26.767 13.711 4.553
59 39.689 26.766 13.712 4.627
59 39.647 26.766 13.744 4.483
59 38.604 26.764 13.720 4.372
59 38.100 25.211 13.348 4.566
59 39.548 25.394 13.684 4.553
59 38.362 26.736 13.694 4.562
59 39.670 26.605 13.643 4.605
59 39.802 26.752 13.704 4.668
59 39.661 26.789 13.706 4.630
59 39.539 26.807 13.723 4.629
59 39.533 26.723 13.708 4.631
65 39.470 26.386 13.632 4.594
65 39.674 26.786 13.760 4.621
65 39.948 26.735 13.720 4.629
65 39.451 26.652 13.739 4.617
65 39.627 26.870 13.682 4.651
65 39.750 26.569 13.626 4.400
65 38.361 26.004 13.191 4.681
65 39.033 26.790 13.566 4.645
65 39.885 26.654 13.629 4.646
65 39.490 26.767 13.732 4.637
65 39.685 26.729 13.736 4.535
72 39.559 26.610 13.668 4.558
72 39.339 26.775 13.795 4.625
72 39.506 26.691 13.737 4.632
72 39.793 26.806 13.749 4.558
