buffer_size: 9 KB	read: 21.304 GB/s	write: 11.627 GB/s stride_read: 10.955 GB/s stride_writ: 12.320 GB/s
buffer_size: 9 KB	read: 21.355 GB/s	write: 11.182 GB/s stride_read: 11.419 GB/s stride_writ: 11.492 GB/s
buffer_size: 9 KB	read: 18.365 GB/s	write: 11.182 GB/s stride_read: 12.511 GB/s stride_writ: 11.265 GB/s
buffer_size: 9 KB	read: 17.055 GB/s	write: 11.170 GB/s stride_read: 11.949 GB/s stride_writ: 10.740 GB/s
buffer_size: 9 KB	read: 21.352 GB/s	write: 11.674 GB/s stride_read: 10.962 GB/s stride_writ: 11.781 GB/s
buffer_size: 9 KB	read: 21.357 GB/s	write: 11.672 GB/s stride_read: 11.423 GB/s stride_writ: 10.799 GB/s
buffer_size: 9 KB	read: 19.748 GB/s	write: 11.660 GB/s stride_read: 10.955 GB/s stride_writ: 12.325 GB/s
buffer_size: 9 KB	read: 19.320 GB/s	write: 12.191 GB/s stride_read: 11.427 GB/s stride_writ: 10.629 GB/s
buffer_size: 9 KB	read: 19.325 GB/s	write: 11.186 GB/s stride_read: 11.943 GB/s stride_writ: 11.247 GB/s
buffer_size: 9 KB	read: 18.372 GB/s	write: 11.097 GB/s stride_read: 11.420 GB/s stride_writ: 12.272 GB/s
buffer_size: 9 KB	read: 21.350 GB/s	write: 11.130 GB/s stride_read: 11.939 GB/s stride_writ: 11.271 GB/s
buffer_size: 10 KB	read: 21.351 GB/s	write: 11.186 GB/s stride_read: 11.896 GB/s stride_writ: 10.821 GB/s
buffer_size: 10 KB	read: 18.031 GB/s	write: 11.324 GB/s stride_read: 11.407 GB/s stride_writ: 12.330 GB/s
buffer_size: 10 KB	read: 19.360 GB/s	write: 12.109 GB/s stride_read: 10.923 GB/s stride_writ: 11.180 GB/s
buffer_size: 10 KB	read: 19.366 GB/s	write: 10.742 GB/s stride_read: 12.482 GB/s stride_writ: 10.669 GB/s
buffer_size: 10 KB	read: 18.421 GB/s	write: 12.224 GB/s stride_read: 10.944 GB/s stride_writ: 11.288 GB/s
buffer_size: 10 KB	read: 18.052 GB/s	write: 10.746 GB/s stride_read: 12.263 GB/s stride_writ: 12.318 GB/s
buffer_size: 10 KB	read: 20.907 GB/s	write: 11.037 GB/s stride_read: 12.284 GB/s stride_writ: 10.672 GB/s
buffer_size: 10 KB	read: 19.790 GB/s	write: 11.189 GB/s stride_read: 10.940 GB/s stride_writ: 12.321 GB/s
buffer_size: 10 KB	read: 23.269 GB/s	write: 11.197 GB/s stride_read: 11.408 GB/s stride_writ: 11.733 GB/s
buffer_size: 10 KB	read: 19.797 GB/s	write: 11.689 GB/s stride_read: 11.410 GB/s stride_writ: 11.207 GB/s
buffer_size: 10 KB	read: 19.797 GB/s	write: 11.195 GB/s stride_read: 11.415 GB/s stride_writ: 11.281 GB/s
buffer_size: 11 KB	read: 18.464 GB/s	write: 12.181 GB/s stride_read: 11.398 GB/s stride_writ: 11.220 GB/s
buffer_size: 11 KB	read: 18.284 GB/s	write: 12.229 GB/s stride_read: 11.378 GB/s stride_writ: 11.225 GB/s
buffer_size: 11 KB	read: 19.605 GB/s	write: 11.207 GB/s stride_read: 11.902 GB/s stride_writ: 11.782 GB/s
buffer_size: 11 KB	read: 21.409 GB/s	write: 11.209 GB/s stride_read: 11.915 GB/s stride_writ: 11.273 GB/s
buffer_size: 11 KB	read: 23.331 GB/s	write: 11.101 GB/s stride_read: 11.272 GB/s stride_writ: 11.276 GB/s
buffer_size: 11 KB	read: 19.830 GB/s	write: 11.056 GB/s stride_read: 11.391 GB/s stride_writ: 11.685 GB/s
buffer_size: 11 KB	read: 19.684 GB/s	write: 12.238 GB/s stride_read: 11.398 GB/s stride_writ: 10.800 GB/s
buffer_size: 11 KB	read: 18.450 GB/s	write: 11.693 GB/s stride_read: 11.391 GB/s stride_writ: 11.746 GB/s
buffer_size: 11 KB	read: 16.925 GB/s	write: 11.697 GB/s stride_read: 11.393 GB/s stride_writ: 11.735 GB/s
buffer_size: 11 KB	read: 24.751 GB/s	write: 11.199 GB/s stride_read: 10.898 GB/s stride_writ: 11.559 GB/s
buffer_size: 11 KB	read: 21.450 GB/s	write: 11.097 GB/s stride_read: 12.459 GB/s stride_writ: 10.823 GB/s
buffer_size: 12 KB	read: 19.432 GB/s	write: 11.694 GB/s stride_read: 11.312 GB/s stride_writ: 10.751 GB/s
buffer_size: 12 KB	read: 19.860 GB/s	write: 11.202 GB/s stride_read: 12.373 GB/s stride_writ: 11.216 GB/s
