9 38.830 21.064
9 38.391 21.727
9 38.750 21.237
9 37.832 21.194
9 38.443 20.995
9 38.734 21.467
9 38.739 19.450
9 37.420 21.413
9 38.421 21.631
9 32.396 20.670
9 36.377 20.305
10 36.186 18.979
10 36.865 20.424
10 25.501 18.856
10 37.459 20.306
10 37.371 20.677
10 38.562 21.402
10 37.730 19.196
10 37.475 21.106
10 38.902 20.827
10 25.789 17.475
10 35.807 14.281
11 35.947 20.295
11 36.354 18.613
11 38.623 19.894
11 37.339 16.079
11 35.696 21.416
11 39.597 19.073
11 34.854 18.855
11 35.710 19.253
11 35.652 17.939
11 36.376 19.059
11 36.126 18.812
12 36.186 17.940
12 35.806 19.809
12 37.372 19.412
12 35.455 19.180
12 36.662 21.048
12 34.556 19.457
12 35.336 20.146
12 37.719 20.624
12 39.649 21.396
12 35.532 20.626
12 39.190 20.976
13 39.731 21.475
13 36.199 21.578
13 39.509 20.742
13 39.507 21.312
13 39.344 21.717
13 38.493 19.528
13 39.800 21.010
13 39.257 21.605
13 39.273 21.483
13 39.590 21.185
13 38.937 21.181
14 39.632 20.804
14 38.668 19.857
14 39.529 21.063
14 38.180 20.494
14 39.146 21.126
14 38.448 20.991
14 39.567 21.464
14 38.675 21.060
14 39.296 21.422
14 39.080 21.501
14 32.241 21.213
16 39.358 21.725
16 39.571 20.915
16 40.013 21.358
16 37.902 20.479
16 39.499 21.636
16 32.396 13.768
16 39.972 21.472
16 39.810 21.571
16 39.876 21.372
16 39.982 21.736
16 36.061 19.265
17 39.830 19.446
17 39.405 21.450
17 39.905 21.816
17 38.016 19.130
17 39.999 21.341
17 39.756 21.241
17 40.043 21.548
17 39.954 21.384
17 39.563 20.796
17 39.006 20.947
17 39.664 16.167
19 37.030 21.092
19 39.100 20.666
19 38.411 20.911
19 39.355 20.824
19 38.935 16.095
19 26.595 21.566
19 39.845 21.063
19 39.177 21.154
19 39.780 21.005
19 39.208 21.616
19 39.189 21.239
21 38.278 20.449
21 39.059 20.175
21 39.148 20.387
21 39.491 21.413
21 39.553 20.992
21 39.173 21.152
21 39.501 21.263
21 38.295 21.251
21 38.976 21.403
21 38.154 21.032
21 40.018 21.431
23 39.781 20.637
23 31.560 20.985
23 36.695 20.572
23 37.480 21.135
23 39.900 20.209
23 39.923 21.392
23 39.783 20.807
23 39.377 21.694
23 39.695 21.574
23 40.024 21.326
23 39.223 20.865
25 39.818 21.348
25 39.821 21.166
25 38.136 19.501
25 39.653 21.346
25 39.926 21.552
25 39.841 21.071
25 39.487 20.870
25 39.695 20.902
25 39.424 21.212
25 39.514 21.454
25 39.890 21.459
28 39.533 21.283
28 39.529 21.283
28 37.381 16.923
28 38.747 21.356
28 39.482 21.353
28 38.728 20.759
28 40.045 21.305
28 39.631 20.219
28 39.652 20.463
28 38.176 20.777
28 39.333 21.240
30 39.134 20.893
30 39.081 20.963
30 39.643 18.084
30 34.558 18.855
30 38.106 18.157
30 36.077 20.784
30 39.723 20.691
30 39.793 20.701
30 37.789 20.368
30 38.378 20.579
30 39.367 20.513
33 35.816 18.952
33 35.561 19.111
33 36.208 20.908
33 36.994 18.855
33 37.899 20.737
33 35.267 20.356
33 37.540 20.906
33 37.349 20.419
33 37.366 20.171
33 37.573 20.257
33 37.885 20.385
37 32.693 19.758
37 32.611 18.233
37 26.582 18.583
37 30.660 17.145
37 29.324 14.896
37 30.162 17.712
37 28.203 17.044
37 30.882 18.120
37 29.572 18.929
37 31.600 18.619
37 31.942 18.740
40 32.218 19.104
40 31.458 15.485
40 30.756 18.051
40 31.298 18.841
40 32.899 19.447
40 32.617 18.088
40 32.151 18.279
40 28.570 16.931
40 32.243 18.396
40 32.256 18.689
40 32.433 18.950
44 30.370 18.531
44 29.824 18.232
44 30.609 14.892
44 22.297 12.284
44 24.499 13.073
44 20.195 11.360
44 22.191 12.117
44 32.321 18.933
44 32.114 18.506
44 30.170 18.632
44 32.782 19.227
49 32.936 19.151
49 32.809 18.961
49 32.826 19.444
49 32.391 19.280
49 32.224 19.270
49 32.365 18.744
49 31.920 18.872
49 32.432 18.833
49 31.576 17.440
49 30.629 18.520
49 31.675 18.818
54 31.667 18.932
54 32.462 18.508
54 32.561 17.693
54 31.535 18.862
54 31.969 18.793
54 32.020 19.152
54 32.782 15.558
54 31.907 18.804
54 32.107 18.857
54 32.704 19.497
54 32.408 17.229
59 31.584 18.965
59 32.621 19.375
59 32.025 18.692
59 32.519 19.061
59 32.232 18.635
59 32.693 17.574
59 32.267 18.644
59 32.686 19.184
59 32.403 19.088
59 32.036 18.983
59 31.313 18.136
65 30.770 15.524
65 32.215 18.913
65 32.008 18.625
65 31.814 18.216
65 32.661 18.958
65 30.728 16.053
65 20.128 12.655
65 21.534 12.654
65 18.776 11.990
65 27.347 19.144
65 32.657 19.450
72 32.511 19.201
72 32.745 19.405
72 31.655 18.124
72 32.172 19.301
72 32.151 19.192
72 32.130 19.270
72 32.076 19.145
72 32.364 17.817
72 29.010 19.226
72 32.160 19.370
72 32.361 19.213
79 32.477 19.224
79 32.778 18.824
79 31.925 18.865
79 32.470 18.700
79 31.516 18.416
79 30.877 19.204
79 30.454 17.804
79 29.658 17.970
79 32.600 19.226
79 32.351 18.938
79 32.791 18.340
87 32.576 18.939
87 32.344 19.089
87 31.784 19.240
87 32.671 19.446
87 32.601 18.327
87 31.442 18.875
87 32.377 19.307
87 32.678 19.441
87 32.636 17.945
87 32.752 19.335
87 31.730 17.722
95 32.953 18.671
95 32.304 17.659
95 32.400 19.076
95 32.054 18.822
95 25.673 18.966
95 31.307 18.779
95 32.591 19.269
95 32.425 19.252
95 32.708 18.900
95 32.577 19.190
95 31.865 18.308
105 32.295 18.864
105 32.588 18.993
105 32.371 19.102
105 32.701 19.177
105 32.518 19.198
105 32.176 19.096
105 32.618 19.457
105 32.307 18.999
105 31.874 19.123
105 32.201 19.063
105 31.100 19.203
115 30.550 18.565
115 32.029 18.895
115 31.766 17.395
115 29.589 17.525
115 30.661 16.370
115 32.205 19.493
115 31.993 18.349
115 32.651 18.206
115 32.508 18.395
115 32.600 19.186
115 32.199 19.263
127 32.514 18.745
127 31.173 19.414
127 32.004 18.459
127 32.142 19.353
127 31.576 19.432
127 32.517 18.757
127 32.464 19.288
127 32.508 19.413
127 31.173 18.915
127 28.871 15.712
127 32.648 19.139
140 32.033 19.135
140 24.310 17.970
140 32.068 18.687
140 31.888 18.998
140 30.459 18.759
140 31.145 19.319
140 30.947 19.591
140 31.731 18.879
140 31.517 19.342
140 32.305 19.357
140 31.712 19.385
154 32.518 18.558
154 31.525 18.074
154 32.429 18.707
154 32.134 19.357
154 32.367 19.084
154 32.303 18.480
154 30.197 18.990
154 30.961 18.505
154 30.336 19.179
154 30.877 18.778
154 30.224 18.777
169 28.232 18.231
169 30.948 19.328
169 30.477 19.293
169 31.666 19.406
169 30.768 19.275
169 31.495 17.335
169 29.574 18.732
169 27.560 18.192
169 30.517 16.787
169 29.984 18.853
169 29.558 18.381
186 29.995 17.971
186 30.581 18.857
186 30.500 19.329
186 30.907 18.431
186 30.319 18.794
186 30.445 17.903
186 28.225 18.617
186 30.932 18.664
186 30.838 18.957
186 30.231 18.641
186 32.582 19.470
204 31.075 19.438
204 27.833 18.955
204 27.376 12.496
204 26.153 19.540
204 25.813 18.959
204 29.971 18.246
204 29.669 19.104
204 31.700 18.675
204 32.532 19.610
204 29.061 18.479
204 30.923 19.022
225 29.202 18.920
225 28.166 17.463
225 27.890 18.138
225 29.464 18.415
225 30.020 19.143
225 29.646 18.771
225 30.980 19.233
225 28.521 18.634
225 29.707 19.019
225 29.121 18.377
225 30.417 19.129
247 29.359 18.843
247 28.119 17.926
247 27.879 18.350
247 28.477 17.879
247 28.286 18.243
247 28.769 16.689
247 28.422 18.829
247 27.879 17.055
247 27.980 18.180
247 28.704 17.949
247 27.717 17.943
272 28.169 17.303
272 27.056 17.872
272 27.775 17.678
272 27.993 17.867
272 27.229 17.696
272 28.373 18.380
272 28.114 17.951
272 27.867 17.840
272 28.441 18.352
272 28.371 17.812
272 27.634 16.840
299 25.642 17.636
299 27.636 17.730
299 24.484 17.992
299 28.366 17.871
299 28.531 17.587
299 27.817 17.998
299 26.749 17.401
299 27.977 17.868
299 27.740 17.387
299 27.513 17.515
299 26.556 17.895
329 27.307 17.336
329 24.323 17.304
329 26.215 17.648
329 26.333 17.053
329 26.512 17.141
329 28.441 15.508
329 13.667 16.821
329 26.825 17.324
329 27.003 17.683
329 27.941 17.790
329 26.714 17.623
362 26.402 17.343
362 26.810 17.196
362 26.788 16.926
362 25.852 16.599
362 27.074 17.137
362 26.857 17.485
362 26.477 17.531
362 27.023 17.181
362 27.265 17.754
362 27.340 17.785
362 27.286 17.409
398 27.188 16.261
398 27.191 17.458
398 26.222 17.009
398 26.898 17.457
398 26.112 17.233
398 26.210 17.292
398 25.867 17.334
398 26.000 17.175
398 26.144 16.987
398 25.872 17.233
398 26.227 17.153
438 26.399 16.943
438 25.980 16.616
438 26.710 17.461
438 26.215 17.033
438 26.265 17.218
438 26.628 17.179
438 25.119 17.165
438 26.371 16.945
438 26.570 16.909
438 26.332 16.972
438 26.778 17.300
482 25.424 16.247
482 26.072 15.781
482 26.039 17.132
482 26.278 17.229
482 26.200 16.934
482 26.252 17.015
482 26.250 17.372
482 25.659 17.266
482 25.576 17.244
482 26.352 17.143
482 26.530 17.012
530 26.328 17.173
530 25.744 16.175
530 25.785 16.861
530 26.104 16.885
