9 19.9003 11.4337 11.5366 11.4674
10 19.831 11.3307 11.5793 11.4382
11 20.1985 11.537 11.5268 11.3749
12 20.6068 11.1681 11.5585 11.1903
13 20.3338 11.4555 11.6207 11.2061
14 21.0226 11.0046 11.7275 11.2785
16 21.3011 11.1485 11.3684 11.4433
17 20.6127 11.1745 11.3857 11.4276
19 20.8435 11.3385 11.1841 10.294
21 20.0635 11.2167 11.2797 10.1835
23 20.9766 11.0265 11.3419 9.83464
25 22.483 10.9586 11.3513 9.59782
28 21.0316 11.1163 11.2859 9.35682
30 20.6955 11.1089 11.3383 9.36227
33 18.3147 10.4892 8.13464 5.23591
37 14.954 10.2537 5.12864 1.83955
40 15.1548 10.0978 5.23909 1.82955
44 15.2583 10.1048 5.13455 1.83264
49 15.2435 10.1965 5.13755 1.827
54 15.5503 10.187 5.11536 1.82336
59 15.2556 10.1603 5.17282 1.81691
65 15.7257 10.1155 5.148 1.82382
72 15.6014 10.1113 5.15591 1.82327
79 15.4621 10.1871 5.19491 1.81955
87 15.2898 10.1518 5.20764 1.82136
95 15.1881 10.2657 5.19209 1.81545
105 14.7463 10.0416 5.264 1.82182
115 14.5566 10.2235 5.06791 1.80227
127 15.4342 10.2585 5.11455 1.80882
140 15.1167 10.1793 4.88809 1.79355
154 15.0986 10.0867 4.99091 1.80545
169 14.5821 10.0626 4.92145 1.78655
186 14.7007 10.1733 4.732 1.78609
204 13.9537 10.4784 4.58182 1.77673
225 13.3704 10.3173 4.21145 1.76782
247 13.3067 9.89618 3.66991 1.74536
272 12.9785 9.88009 3.14973 1.66991
299 12.7578 9.73482 2.77391 1.65327
329 12.1921 9.63827 2.47045 1.54345
362 11.8377 9.43727 2.23855 1.46318
398 11.4847 9.62982 2.14164 1.39691
438 11.4002 9.21782 2.06027 1.30055
482 11.0325 9.22127 2.02491 1.29109
530 10.9737 9.22 1.97718 1.24655
583 11.5864 9.03127 1.979 1.23882
641 11.0523 9.23918 1.97664 1.23173
706 11.167 8.99173 1.97982 1.22827
776 11.1873 9.02036 1.97818 1.22582
854 11.1482 9.00818 1.97891 1.23173
939 11.2424 9.019 1.98382 1.22455
1033 11.3017 9.16745 1.96855 1.22891
1136 11.3614 8.98027 1.97064 1.23109
1250 11.3331 9.10245 1.96773 1.23036
1375 11.1347 9.34809 1.96327 1.22891
1512 11.143 9.12064 1.97418 1.22955
1664 11.2577 8.95682 1.97382 1.22618
1830 11.005 9.27382 1.96682 1.22882
2013 11.0408 9.18455 1.96645 1.23191
2214 11.0262 8.76855 1.96318 1.22191
2436 10.5216 8.77864 1.94982 1.22145
2679 11.0255 8.78355 1.95018 1.22655
2947 10.8365 8.98327 1.96273 1.22491
3242 10.708 8.862 1.95827 1.22309
3566 10.8535 8.85527 1.96336 1.22109
3923 11.0995 9.02609 1.96882 1.22764
4315 10.9788 9.12218 1.96164 1.22427
4747 10.9005 8.97691 1.97091 1.22373
5221 11.0573 8.92845 1.964 1.22364
5744 11.3509 8.951 1.97 1.22382
6318 11.1776 8.90509 1.96582 1.22082
6950 10.9194 9.12636 1.96655 1.22236
7645 11.1705 9.09055 1.96164 1.22527
8409 11.0611 9.02118 1.96636 1.22373
9250 11.2349 9.00964 1.96109 1.22145
10175 11.4025 9.04573 1.97582 1.21718
11193 10.7745 9.14009 1.96073 1.22218
12312 11.1117 8.98873 1.96182 1.18955
13543 10.9261 8.75964 1.95455 1.18827
14897 11.0802 8.88382 1.96264 1.20455
16387 10.768 8.53391 1.94055 1.14764
18026 10.9296 8.21718 1.91518 1.09764
19829 10.6089 8.30755 1.89255 1.08336
21811 9.74255 6.997 1.80236 0.927182
23993 8.64309 6.00418 1.48664 0.740364
26392 7.90264 4.982 1.21018 0.636636
29031 7.75173 4.741 1.06273 0.581545
31934 7.49964 4.54991 0.924091 0.56
35127 6.99055 4.42518 0.847909 0.539455
38640 6.95218 4.30636 0.815455 0.533818
42504 7.02945 4.37364 0.825636 0.537455
46755 6.90964 4.32964 0.814455 0.537091
51430 6.88909 4.36809 0.813182 0.536636
56573 7.02355 4.32918 0.810909 0.538636
62230 6.84382 4.34409 0.811727 0.537273
68454 6.91464 4.41327 0.818 0.539182
75299 6.95755 4.38036 0.816364 0.535455
82829 6.82391 4.33882 0.793091 0.533091
91112 6.91455 4.37255 0.816 0.536273
100223 6.94682 4.341 0.813091 0.536818
110245 6.78318 4.35082 0.805273 0.535182
121270 6.87964 4.36564 0.807455 0.534182
133397 6.98927 4.31909 0.820909 0.535364
146736 6.91927 4.36818 0.816727 0.535364
161410 6.87345 4.36764 0.813364 0.535
177551 6.90527 4.30645 0.796545 0.533
195306 6.937 4.298 0.812818 0.535364
214837 6.90955 4.32827 0.811273 0.534818
236320 6.81764 4.35473 0.812364 0.535
259952 6.87764 4.38027 0.815091 0.535
285947 6.74 4.33827 0.817545 0.533182
314542 6.97118 4.31391 0.815 0.532818
345996 6.89109 4.35345 0.817545 0.535
380596 6.93964 4.37873 0.813182 0.533818
418656 6.76445 4.33573 0.804455 0.532455
460521 6.755 4.346 0.808909 0.533091
506573 6.99782 4.32727 0.81 0.534727
557231 6.93664 4.31982 0.812364 0.535727
612954 6.88264 4.33882 0.818545 0.534091
674249 6.90127 4.39018 0.816091 0.534182
741674 6.95927 4.36045 0.817636 0.534182
815842 7.06818 4.357 0.819545 0.534909
897426 6.79509 4.32409 0.806455 0.533
987168 6.74473 4.32164 0.801091 0.533091
